11:54:09.444 > ets Jul 29 2019 12:21:46
11:54:09.447 > 
11:54:09.447 > rst:0x1 (POWERON_RESET),boot:0x13 (SPI_FAST_FLASH_BOOT)
11:54:09.451 > configsip: 0, SPIWP:0xee
11:54:09.454 > clk_drv:0x00,q_drv:0x00,d_drv:0x00,cs0_drv:0x00,hd_drv:0x00,wp_drv:0x00
11:54:09.460 > mode:DIO, clock div:2
11:54:09.463 > load:0x3fff0030,len:1184
11:54:09.465 > load:0x40078000,len:13232
11:54:09.467 > load:0x40080400,len:3028
11:54:09.469 > entry 0x400805e4
11:54:10.609 > Presence,Fall_State,Distance_dm,Intensity,Breath_Rate,Heart_Rate,Raw_Hex
11:58:35.222 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:58:36.216 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:58:37.220 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:58:38.203 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:58:39.196 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:58:40.190 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:58:41.184 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:58:42.198 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:58:43.172 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:58:44.165 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:58:45.159 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:58:46.159 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:58:47.146 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:58:48.140 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:58:48.261 > 1,49,0,0,0,0,53 59 01 01 00 01 0F BE 54 43 
11:58:49.134 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:58:50.128 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:58:51.138 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:58:52.115 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:58:53.108 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:58:54.102 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:58:55.098 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:58:56.090 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:58:57.083 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:58:58.077 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:58:59.070 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:59:00.076 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:59:01.058 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:59:02.051 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:59:03.045 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:59:04.038 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:59:05.032 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:59:06.027 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:59:07.020 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:59:08.014 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:59:09.015 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:59:10.001 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:59:10.995 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:59:11.095 > 2,49,0,0,0,0,53 59 80 02 00 01 02 31 54 43 
11:59:11.987 > 4,52,0,0,0,0,53 59 80 03 00 01 04 34 54 43 
11:59:12.982 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
11:59:13.993 > 28,76,0,0,0,0,53 59 80 03 00 01 1C 4C 54 43 
11:59:14.970 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
11:59:15.963 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
11:59:16.957 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
11:59:17.955 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
11:59:18.944 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
11:59:19.938 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
11:59:20.534 > 1,48,0,0,0,0,53 59 80 02 00 01 01 30 54 43 
11:59:20.932 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:59:21.925 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:59:22.933 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:59:23.913 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:59:24.906 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:59:25.006 > 2,49,0,0,0,0,53 59 80 02 00 01 02 31 54 43 
11:59:25.900 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
11:59:26.894 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
11:59:27.887 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
11:59:28.881 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
11:59:29.874 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
11:59:30.867 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
11:59:31.872 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
11:59:32.059 > 1,48,0,0,0,0,53 59 80 02 00 01 01 30 54 43 
11:59:32.854 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:59:33.848 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:59:34.841 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:59:35.154 > 2,49,0,0,0,0,53 59 80 02 00 01 02 31 54 43 
11:59:35.835 > 13,61,0,0,0,0,53 59 80 03 00 01 0D 3D 54 43 
11:59:36.828 > 25,73,0,0,0,0,53 59 80 03 00 01 19 49 54 43 
11:59:37.822 > 39,87,0,0,0,0,53 59 80 03 00 01 27 57 54 43 
11:59:38.815 > 8,56,0,0,0,0,53 59 80 03 00 01 08 38 54 43 
11:59:39.809 > 6,54,0,0,0,0,53 59 80 03 00 01 06 36 54 43 
11:59:40.811 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
11:59:41.796 > 5,53,0,0,0,0,53 59 80 03 00 01 05 35 54 43 
11:59:42.789 > 15,63,0,0,0,0,53 59 80 03 00 01 0F 3F 54 43 
11:59:43.783 > 62,110,0,0,0,0,53 59 80 03 00 01 3E 6E 54 43 
11:59:44.777 > 5,53,0,0,0,0,53 59 80 03 00 01 05 35 54 43 
11:59:45.790 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
11:59:46.763 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
11:59:47.757 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
11:59:47.878 > 2,50,0,0,0,0,53 59 01 01 00 01 0F BE 54 43 
11:59:48.750 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
11:59:48.958 > 1,48,0,0,0,0,53 59 80 02 00 01 01 30 54 43 
11:59:49.750 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:59:50.737 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:59:51.730 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:59:52.724 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:59:53.717 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:59:54.728 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:59:55.705 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:59:56.698 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:59:57.692 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
11:59:58.188 > 2,49,0,0,0,0,53 59 80 02 00 01 02 31 54 43 
11:59:58.690 > 100,148,0,0,0,0,53 59 80 03 00 01 64 94 54 43 
11:59:59.678 > 100,148,0,0,0,0,53 59 80 03 00 01 64 94 54 43 
12:00:00.671 > 17,65,0,0,0,0,53 59 80 03 00 01 11 41 54 43 
12:00:01.664 > 4,52,0,0,0,0,53 59 80 03 00 01 04 34 54 43 
12:00:02.658 > 16,64,0,0,0,0,53 59 80 03 00 01 10 40 54 43 
12:00:03.667 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:00:04.639 > 6,54,0,0,0,0,53 59 80 03 00 01 06 36 54 43 
12:00:05.637 > 15,63,0,0,0,0,53 59 80 03 00 01 0F 3F 54 43 
12:00:06.632 > 4,52,0,0,0,0,53 59 80 03 00 01 04 34 54 43 
12:00:07.621 > 4,52,0,0,0,0,53 59 80 03 00 01 04 34 54 43 
12:00:08.619 > 24,72,0,0,0,0,53 59 80 03 00 01 18 48 54 43 
12:00:09.611 > 14,62,0,0,0,0,53 59 80 03 00 01 0E 3E 54 43 
12:00:10.604 > 20,68,0,0,0,0,53 59 80 03 00 01 14 44 54 43 
12:00:11.597 > 15,63,0,0,0,0,53 59 80 03 00 01 0F 3F 54 43 
12:00:12.605 > 6,54,0,0,0,0,53 59 80 03 00 01 06 36 54 43 
12:00:13.585 > 3,51,0,0,0,0,53 59 80 03 00 01 03 33 54 43 
12:00:14.573 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:00:15.569 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:00:16.566 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:00:17.559 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:00:18.260 > 1,48,0,0,0,0,53 59 80 02 00 01 01 30 54 43 
12:00:18.552 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:00:18.751 > 2,49,0,0,0,0,53 59 80 02 00 01 02 31 54 43 
12:00:19.546 > 3,51,0,0,0,0,53 59 80 03 00 01 03 33 54 43 
12:00:20.539 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:00:21.546 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:00:22.525 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:00:23.516 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:00:24.510 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:00:25.506 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:00:26.497 > 20,68,0,0,0,0,53 59 80 03 00 01 14 44 54 43 
12:00:27.490 > 100,148,0,0,0,0,53 59 80 03 00 01 64 94 54 43 
12:00:28.488 > 100,148,0,0,0,0,53 59 80 03 00 01 64 94 54 43 
12:00:29.477 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:00:30.488 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:00:31.464 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:00:32.459 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:00:33.452 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:00:33.764 > 1,48,0,0,0,0,53 59 80 02 00 01 01 30 54 43 
12:00:34.446 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:00:34.558 > 2,49,0,0,0,0,53 59 80 02 00 01 02 31 54 43 
12:00:35.438 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:00:36.431 > 100,148,0,0,0,0,53 59 80 03 00 01 64 94 54 43 
12:00:37.426 > 100,148,0,0,0,0,53 59 80 03 00 01 64 94 54 43 
12:00:38.416 > 47,95,0,0,0,0,53 59 80 03 00 01 2F 5F 54 43 
12:00:39.423 > 27,75,0,0,0,0,53 59 80 03 00 01 1B 4B 54 43 
12:00:40.405 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:00:41.393 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:00:42.394 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:00:43.386 > 15,63,0,0,0,0,53 59 80 03 00 01 0F 3F 54 43 
12:00:44.375 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:00:45.367 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:00:46.366 > 100,148,0,0,0,0,53 59 80 03 00 01 64 94 54 43 
12:00:47.359 > 100,148,0,0,0,0,53 59 80 03 00 01 64 94 54 43 
12:00:47.480 > 100,148,0,0,0,0,53 59 01 01 00 01 0F BE 54 43 
12:00:48.357 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:00:49.347 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:00:50.339 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:00:51.332 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:00:52.327 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:00:53.341 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:00:54.309 > 1,48,0,0,0,0,53 59 80 02 00 01 01 30 54 43 
12:00:54.412 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:00:55.307 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:00:56.297 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:00:57.297 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:00:58.288 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:00:59.279 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:01:00.274 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:01:01.266 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:01:01.764 > 2,49,0,0,0,0,53 59 80 02 00 01 02 31 54 43 
12:01:02.278 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:01:03.249 > 13,61,0,0,0,0,53 59 80 03 00 01 0D 3D 54 43 
12:01:04.247 > 17,65,0,0,0,0,53 59 80 03 00 01 11 41 54 43 
12:01:05.239 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:01:06.239 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:01:07.226 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:01:08.216 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:01:09.208 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:01:10.206 > 17,65,0,0,0,0,53 59 80 03 00 01 11 41 54 43 
12:01:11.219 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:01:12.188 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:01:13.189 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:01:14.182 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:01:15.177 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:01:16.168 > 12,60,0,0,0,0,53 59 80 03 00 01 0C 3C 54 43 
12:01:17.160 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:01:18.150 > 13,61,0,0,0,0,53 59 80 03 00 01 0D 3D 54 43 
12:01:19.149 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:01:20.156 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:01:21.136 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:01:22.129 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:01:23.121 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:01:24.116 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:01:25.105 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:01:25.999 > 1,48,0,0,0,0,53 59 80 02 00 01 01 30 54 43 
12:01:26.103 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:01:27.097 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:01:28.089 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:01:29.097 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:01:30.077 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:01:31.067 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:01:31.764 > 2,49,0,0,0,0,53 59 80 02 00 01 02 31 54 43 
12:01:32.063 > 12,60,0,0,0,0,53 59 80 03 00 01 0C 3C 54 43 
12:01:33.058 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:01:34.050 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:01:35.044 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:01:35.144 > 1,48,0,0,0,0,53 59 80 02 00 01 01 30 54 43 
12:01:36.034 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:01:37.026 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:01:38.034 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:01:39.017 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:01:40.011 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:01:41.005 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:01:41.997 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:01:42.990 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:01:43.985 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:01:44.973 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:01:45.972 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:01:46.976 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:01:47.088 > 1,49,0,0,0,0,53 59 01 01 00 01 0F BE 54 43 
12:01:47.958 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:01:48.951 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:01:49.947 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:01:50.940 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:01:51.948 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:01:52.927 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:01:53.920 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:01:54.330 > 2,49,0,0,0,0,53 59 80 02 00 01 02 31 54 43 
12:01:54.913 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:01:55.908 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:01:56.899 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:01:57.891 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:01:58.400 > 1,48,0,0,0,0,53 59 80 02 00 01 01 30 54 43 
12:01:58.883 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:01:59.880 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:02:00.893 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:02:01.866 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:02:02.857 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:02:03.849 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:02:04.849 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:02:05.840 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:02:06.836 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:02:07.829 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:02:08.821 > 2,49,0,0,0,0,53 59 80 02 00 01 02 31 54 43 
12:02:08.924 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:02:09.832 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:02:10.810 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:02:11.803 > ����������������������������������������������������������������0,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:02:12.791 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:02:13.793 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:02:14.784 > 18,66,0,0,0,0,53 59 80 03 00 01 12 42 54 43 
12:02:15.778 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:02:16.770 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:02:17.763 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:02:17.977 > 1,48,0,0,0,0,53 59 80 02 00 01 01 30 54 43 
12:02:18.770 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:02:19.749 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:02:20.745 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:02:21.147 > 2,49,0,0,0,0,53 59 80 02 00 01 02 31 54 43 
12:02:21.739 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:02:22.724 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:02:23.725 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:02:24.719 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:02:25.218 > 1,48,0,0,0,0,53 59 80 02 00 01 01 30 54 43 
12:02:25.709 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:02:26.704 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:02:27.710 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:02:28.690 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:02:29.684 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:02:30.681 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:02:31.669 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:02:32.688 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:02:33.658 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:02:34.649 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:02:35.251 > 2,49,0,0,0,0,53 59 80 02 00 01 02 31 54 43 
12:02:35.649 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:02:36.647 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:02:37.635 > 35,83,0,0,0,0,53 59 80 03 00 01 23 53 54 43 
12:02:38.628 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:02:39.624 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:02:40.616 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:02:41.013 > 1,48,0,0,0,0,53 59 80 02 00 01 01 30 54 43 
12:02:41.626 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:02:42.008 > 2,49,0,0,0,0,53 59 80 02 00 01 02 31 54 43 
12:02:42.599 > 8,56,0,0,0,0,53 59 80 03 00 01 08 38 54 43 
12:02:43.597 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:02:44.590 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:02:45.588 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:02:46.577 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:02:46.713 > 2,50,0,0,0,0,53 59 01 01 00 01 0F BE 54 43 
12:02:47.283 > 1,48,0,0,0,0,53 59 80 02 00 01 01 30 54 43 
12:02:47.571 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:02:48.565 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:02:49.554 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:02:50.560 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:02:51.546 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:02:52.539 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:02:53.431 > 2,49,0,0,0,0,53 59 80 02 00 01 02 31 54 43 
12:02:53.532 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:02:54.520 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:02:55.515 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
12:02:56.510 > 1,48,0,0,0,0,53 59 80 02 00 01 01 30 54 43 
12:02:56.612 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:02:57.505 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:02:58.494 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:02:59.502 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:00.487 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:01.480 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:02.473 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:03.467 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:04.461 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:05.451 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:06.441 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:07.441 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:08.439 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:09.429 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:10.423 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:11.415 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:12.402 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:13.419 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:14.397 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
12:03:15.390 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
