13:56:16.007 > ets Jul 29 2019 12:21:46
13:56:16.007 > 
13:56:16.007 > rst:0x1 (POWERON_RESET),boot:0x13 (SPI_FAST_FLASH_BOOT)
13:56:16.015 > configsip: 0, SPIWP:0xee
13:56:16.017 > clk_drv:0x00,q_drv:0x00,d_drv:0x00,cs0_drv:0x00,hd_drv:0x00,wp_drv:0x00
13:56:16.022 > mode:DIO, clock div:2
13:56:16.025 > load:0x3fff0030,len:1184
13:56:16.028 > load:0x40078000,len:13232
13:56:16.030 > load:0x40080400,len:3028
13:56:16.033 > entry 0x400805e4
13:56:17.172 > Presence,Fall_State,Distance_dm,Intensity,Breath_Rate,Heart_Rate,Raw_Hex
13:57:26.347 > 67,115,0,0,0,0,53 59 80 03 00 01 43 73 54 43 
13:57:27.348 > 90,138,0,0,0,0,53 59 80 03 00 01 5A 8A 54 43 
13:57:28.332 > 12,60,0,0,0,0,53 59 80 03 00 01 0C 3C 54 43 
13:57:29.331 > 68,116,0,0,0,0,53 59 80 03 00 01 44 74 54 43 
13:57:30.315 > 39,87,0,0,0,0,53 59 80 03 00 01 27 57 54 43 
13:57:31.315 > 32,80,0,0,0,0,53 59 80 03 00 01 20 50 54 43 
13:57:32.315 > 99,147,0,0,0,0,53 59 80 03 00 01 63 93 54 43 
13:57:33.308 > 11,59,0,0,0,0,53 59 80 03 00 01 0B 3B 54 43 
13:57:34.315 > 27,75,0,0,0,0,53 59 80 03 00 01 1B 4B 54 43 
13:57:35.297 > 42,90,0,0,0,0,53 59 80 03 00 01 2A 5A 54 43 
13:57:36.281 > 26,74,0,0,0,0,53 59 80 03 00 01 1A 4A 54 43 
13:57:37.282 > 55,103,0,0,0,0,53 59 80 03 00 01 37 67 54 43 
13:57:37.401 > 55,103,0,0,0,0,53 59 01 01 00 01 0F BE 54 43 
13:57:38.265 > 37,85,0,0,0,0,53 59 80 03 00 01 25 55 54 43 
13:57:39.265 > 14,62,0,0,0,0,53 59 80 03 00 01 0E 3E 54 43 
13:57:40.264 > 31,79,0,0,0,0,53 59 80 03 00 01 1F 4F 54 43 
13:57:41.248 > 29,77,0,0,0,0,53 59 80 03 00 01 1D 4D 54 43 
13:57:42.248 > 12,60,0,0,0,0,53 59 80 03 00 01 0C 3C 54 43 
13:57:43.256 > 20,68,0,0,0,0,53 59 80 03 00 01 14 44 54 43 
13:57:44.230 > ����������������������������������������������������������������,83,0,0,0,0,53 59 80 03 00 01 23 53 54 43 
13:57:45.229 > 23,71,0,0,0,0,53 59 80 03 00 01 17 47 54 43 
13:57:46.214 > 16,64,0,0,0,0,53 59 80 03 00 01 10 40 54 43 
13:57:47.215 > 14,62,0,0,0,0,53 59 80 03 00 01 0E 3E 54 43 
13:57:48.213 > 27,75,0,0,0,0,53 59 80 03 00 01 1B 4B 54 43 
13:57:49.198 > 100,148,0,0,0,0,53 59 80 03 00 01 64 94 54 43 
13:57:50.198 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:57:51.182 > 100,148,0,0,0,0,53 59 80 03 00 01 64 94 54 43 
13:57:52.181 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:57:53.180 > 28,76,0,0,0,0,53 59 80 03 00 01 1C 4C 54 43 
13:57:54.164 > 33,81,0,0,0,0,53 59 80 03 00 01 21 51 54 43 
13:57:55.165 > 93,141,0,0,0,0,53 59 80 03 00 01 5D 8D 54 43 
13:57:56.157 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:57:57.165 > 75,123,0,0,0,0,53 59 80 03 00 01 4B 7B 54 43 
13:57:58.147 > 13,61,0,0,0,0,53 59 80 03 00 01 0D 3D 54 43 
13:57:59.130 > 28,76,0,0,0,0,53 59 80 03 00 01 1C 4C 54 43 
13:58:00.130 > 95,143,0,0,0,0,53 59 80 03 00 01 5F 8F 54 43 
13:58:01.132 > 47,95,0,0,0,0,53 59 80 03 00 01 2F 5F 54 43 
13:58:02.114 > 41,89,0,0,0,0,53 59 80 03 00 01 29 59 54 43 
13:58:03.113 > 25,73,0,0,0,0,53 59 80 03 00 01 19 49 54 43 
13:58:04.107 > 27,75,0,0,0,0,53 59 80 03 00 01 1B 4B 54 43 
13:58:05.098 > 28,76,0,0,0,0,53 59 80 03 00 01 1C 4C 54 43 
13:58:06.113 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:58:07.081 > 6,54,0,0,0,0,53 59 80 03 00 01 06 36 54 43 
13:58:08.082 > 100,148,0,0,0,0,53 59 80 03 00 01 64 94 54 43 
13:58:09.069 > 30,78,0,0,0,0,53 59 80 03 00 01 1E 4E 54 43 
13:58:10.065 > 45,93,0,0,0,0,53 59 80 03 00 01 2D 5D 54 43 
13:58:11.065 > 74,122,0,0,0,0,53 59 80 03 00 01 4A 7A 54 43 
13:58:12.057 > 64,112,0,0,0,0,53 59 80 03 00 01 40 70 54 43 
13:58:13.050 > 100,148,0,0,0,0,53 59 80 03 00 01 64 94 54 43 
13:58:14.047 > 26,74,0,0,0,0,53 59 80 03 00 01 1A 4A 54 43 
13:58:15.046 > 100,148,0,0,0,0,53 59 80 03 00 01 64 94 54 43 
13:58:16.031 > 100,148,0,0,0,0,53 59 80 03 00 01 64 94 54 43 
13:58:17.015 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:58:18.021 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:58:19.015 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:58:20.030 > 6,54,0,0,0,0,53 59 80 03 00 01 06 36 54 43 
13:58:20.995 > 34,82,0,0,0,0,53 59 80 03 00 01 22 52 54 43 
13:58:21.995 > 6,54,0,0,0,0,53 59 80 03 00 01 06 36 54 43 
13:58:22.990 > 12,60,0,0,0,0,53 59 80 03 00 01 0C 3C 54 43 
13:58:23.991 > 34,82,0,0,0,0,53 59 80 03 00 01 22 52 54 43 
13:58:24.977 > 12,60,0,0,0,0,53 59 80 03 00 01 0C 3C 54 43 
13:58:25.971 > 4,52,0,0,0,0,53 59 80 03 00 01 04 34 54 43 
13:58:26.964 > 4,52,0,0,0,0,53 59 80 03 00 01 04 34 54 43 
13:58:27.955 > 6,54,0,0,0,0,53 59 80 03 00 01 06 36 54 43 
13:58:28.969 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:58:29.945 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:58:30.940 > 6,54,0,0,0,0,53 59 80 03 00 01 06 36 54 43 
13:58:31.933 > 6,54,0,0,0,0,53 59 80 03 00 01 06 36 54 43 
13:58:32.930 > 100,148,0,0,0,0,53 59 80 03 00 01 64 94 54 43 
13:58:33.921 > 42,90,0,0,0,0,53 59 80 03 00 01 2A 5A 54 43 
13:58:34.914 > 36,84,0,0,0,0,53 59 80 03 00 01 24 54 54 43 
13:58:35.906 > 53,101,0,0,0,0,53 59 80 03 00 01 35 65 54 43 
13:58:36.896 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:58:37.023 > 2,50,0,0,0,0,53 59 01 01 00 01 0F BE 54 43 
13:58:37.906 > 67,115,0,0,0,0,53 59 80 03 00 01 43 73 54 43 
13:58:38.889 > 32,80,0,0,0,0,53 59 80 03 00 01 20 50 54 43 
13:58:39.884 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:58:40.877 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:58:41.871 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:58:42.865 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:58:43.844 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:58:44.844 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:58:45.846 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:58:46.844 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:58:47.833 > 6,54,0,0,0,0,53 59 80 03 00 01 06 36 54 43 
13:58:48.827 > 6,54,0,0,0,0,53 59 80 03 00 01 06 36 54 43 
13:58:49.821 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:58:50.815 > 12,60,0,0,0,0,53 59 80 03 00 01 0C 3C 54 43 
13:58:51.825 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:58:52.796 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:58:53.795 > 5,53,0,0,0,0,53 59 80 03 00 01 05 35 54 43 
13:58:54.789 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:58:55.786 > 18,66,0,0,0,0,53 59 80 03 00 01 12 42 54 43 
13:58:56.776 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:58:57.770 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:58:58.763 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:58:59.755 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:59:00.764 > 18,66,0,0,0,0,53 59 80 03 00 01 12 42 54 43 
13:59:01.744 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:59:02.739 > 41,89,0,0,0,0,53 59 80 03 00 01 29 59 54 43 
13:59:03.733 > 14,62,0,0,0,0,53 59 80 03 00 01 0E 3E 54 43 
13:59:04.726 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:59:05.720 > 28,76,0,0,0,0,53 59 80 03 00 01 1C 4C 54 43 
13:59:06.714 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:59:07.706 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:59:08.694 > 41,89,0,0,0,0,53 59 80 03 00 01 29 59 54 43 
13:59:09.694 > 81,129,0,0,0,0,53 59 80 03 00 01 51 81 54 43 
13:59:10.689 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:59:11.681 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:59:12.675 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:59:13.669 > 27,75,0,0,0,0,53 59 80 03 00 01 1B 4B 54 43 
13:59:14.682 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:59:15.656 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:59:16.644 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:59:17.643 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:59:18.642 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:59:19.631 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:59:20.624 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:59:21.618 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:59:22.611 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:59:23.621 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:59:24.595 > 8,56,0,0,0,0,53 59 80 03 00 01 08 38 54 43 
13:59:25.592 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:59:26.586 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:59:27.580 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:59:28.573 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:59:29.567 > 28,76,0,0,0,0,53 59 80 03 00 01 1C 4C 54 43 
13:59:30.561 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:59:31.546 > 42,90,0,0,0,0,53 59 80 03 00 01 2A 5A 54 43 
13:59:32.560 > 100,148,0,0,0,0,53 59 80 03 00 01 64 94 54 43 
13:59:33.541 > 81,129,0,0,0,0,53 59 80 03 00 01 51 81 54 43 
13:59:34.535 > 26,74,0,0,0,0,53 59 80 03 00 01 1A 4A 54 43 
13:59:35.528 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:59:36.522 > 47,95,0,0,0,0,53 59 80 03 00 01 2F 5F 54 43 
13:59:36.643 > 47,95,0,0,0,0,53 59 01 01 00 01 0F BE 54 43 
13:59:37.515 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:59:38.509 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:59:39.493 > 100,148,0,0,0,0,53 59 80 03 00 01 64 94 54 43 
13:59:40.495 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:59:41.493 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:59:42.483 > 31,79,0,0,0,0,53 59 80 03 00 01 1F 4F 54 43 
13:59:43.476 > 76,124,0,0,0,0,53 59 80 03 00 01 4C 7C 54 43 
13:59:44.470 > 4,52,0,0,0,0,53 59 80 03 00 01 04 34 54 43 
13:59:45.463 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:59:46.477 > 21,69,0,0,0,0,53 59 80 03 00 01 15 45 54 43 
13:59:47.443 > 23,71,0,0,0,0,53 59 80 03 00 01 17 47 54 43 
13:59:48.443 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:59:49.437 > 3,51,0,0,0,0,53 59 80 03 00 01 03 33 54 43 
13:59:50.437 > 8,56,0,0,0,0,53 59 80 03 00 01 08 38 54 43 
13:59:51.425 > 30,78,0,0,0,0,53 59 80 03 00 01 1E 4E 54 43 
13:59:52.418 > 5,53,0,0,0,0,53 59 80 03 00 01 05 35 54 43 
13:59:53.411 > 33,81,0,0,0,0,53 59 80 03 00 01 21 51 54 43 
13:59:54.393 > 28,76,0,0,0,0,53 59 80 03 00 01 1C 4C 54 43 
13:59:55.416 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:59:56.392 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:59:57.385 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
13:59:58.379 > 3,51,0,0,0,0,53 59 80 03 00 01 03 33 54 43 
13:59:59.377 > 20,68,0,0,0,0,53 59 80 03 00 01 14 44 54 43 
14:00:00.366 > 48,96,0,0,0,0,53 59 80 03 00 01 30 60 54 43 
14:00:01.357 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
14:00:02.343 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
14:00:03.342 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
14:00:04.343 > 5,53,0,0,0,0,53 59 80 03 00 01 05 35 54 43 
14:00:05.333 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
14:00:06.326 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
14:00:07.320 > 3,51,0,0,0,0,53 59 80 03 00 01 03 33 54 43 
14:00:08.314 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
14:00:09.294 > 26,74,0,0,0,0,53 59 80 03 00 01 1A 4A 54 43 
14:00:10.293 > 11,59,0,0,0,0,53 59 80 03 00 01 0B 3B 54 43 
14:00:11.293 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
14:00:12.288 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
14:00:13.293 > 39,87,0,0,0,0,53 59 80 03 00 01 27 57 54 43 
14:00:14.274 > 51,99,0,0,0,0,53 59 80 03 00 01 33 63 54 43 
14:00:15.268 > 19,67,0,0,0,0,53 59 80 03 00 01 13 43 54 43 
14:00:16.261 > 18,66,0,0,0,0,53 59 80 03 00 01 12 42 54 43 
14:00:17.243 > 31,79,0,0,0,0,53 59 80 03 00 01 1F 4F 54 43 
14:00:18.248 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
14:00:19.242 > 27,75,0,0,0,0,53 59 80 03 00 01 1B 4B 54 43 
14:00:20.236 > 18,66,0,0,0,0,53 59 80 03 00 01 12 42 54 43 
14:00:21.228 > 25,73,0,0,0,0,53 59 80 03 00 01 19 49 54 43 
14:00:22.233 > 11,59,0,0,0,0,53 59 80 03 00 01 0B 3B 54 43 
14:00:23.216 > 16,64,0,0,0,0,53 59 80 03 00 01 10 40 54 43 
14:00:24.209 > 17,65,0,0,0,0,53 59 80 03 00 01 11 41 54 43 
14:00:25.193 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
14:00:26.192 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
14:00:27.211 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
14:00:28.084 > 1,48,0,0,0,0,53 59 80 02 00 01 01 30 54 43 
14:00:28.183 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
14:00:28.978 > 2,49,0,0,0,0,53 59 80 02 00 01 02 31 54 43 
14:00:29.176 > 54,102,0,0,0,0,53 59 80 03 00 01 36 66 54 43 
14:00:30.170 > 11,59,0,0,0,0,53 59 80 03 00 01 0B 3B 54 43 
14:00:31.171 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
14:00:32.154 > 9,57,0,0,0,0,53 59 80 03 00 01 09 39 54 43 
14:00:33.143 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
14:00:34.142 > 17,65,0,0,0,0,53 59 80 03 00 01 11 41 54 43 
14:00:35.138 > 35,83,0,0,0,0,53 59 80 03 00 01 23 53 54 43 
14:00:36.143 > 11,59,0,0,0,0,53 59 80 03 00 01 0B 3B 54 43 
14:00:36.264 > 11,59,0,0,0,0,53 59 01 01 00 01 0F BE 54 43 
14:00:37.124 > 3,51,0,0,0,0,53 59 80 03 00 01 03 33 54 43 
14:00:38.118 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
14:00:39.111 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
14:00:40.110 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
14:00:40.392 > 1,48,0,0,0,0,53 59 80 02 00 01 01 30 54 43 
14:00:41.092 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
14:00:42.092 > 2,49,0,0,0,0,53 59 80 02 00 01 02 31 54 43 
14:00:42.192 > 9,57,0,0,0,0,53 59 80 03 00 01 09 39 54 43 
14:00:43.086 > 15,63,0,0,0,0,53 59 80 03 00 01 0F 3F 54 43 
14:00:44.080 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
14:00:45.075 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
14:00:46.067 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
14:00:47.060 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
14:00:48.042 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
14:00:49.044 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
14:00:49.542 > 1,48,0,0,0,0,53 59 80 02 00 01 01 30 54 43 
14:00:50.041 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
14:00:51.035 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
14:00:52.027 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
14:00:53.021 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
14:00:54.026 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
14:00:55.009 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
14:00:56.003 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
14:00:56.992 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
14:00:57.691 > 2,49,0,0,0,0,53 59 80 02 00 01 02 31 54 43 
14:00:57.989 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
14:00:58.983 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
14:00:59.976 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
14:01:00.970 > 18,66,0,0,0,0,53 59 80 03 00 01 12 42 54 43 
14:01:01.963 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
14:01:02.966 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
14:01:03.941 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
14:01:04.944 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
14:01:05.938 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
14:01:06.832 > 1,48,0,0,0,0,53 59 80 02 00 01 01 30 54 43 
14:01:06.931 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
14:01:07.943 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
