13:56:16.007 > ets Jul 29 2019 12:21:46 
13:56:16.007 >  
13:56:16.007 > rst:0x1 (POWERON_RESET),boot:0x13 (SPI_FAST_FLASH_BOOT) 
13:56:16.015 > configsip: 0, SPIWP:0xee 
13:56:16.017 > clk_drv:0x00,q_drv:0x00,d_drv:0x00,cs0_drv:0x00,hd_drv:0x00,wp_drv:0x00 
13:56:16.022 > mode:DIO, clock div:2 
13:56:16.025 > load:0x3fff0030,len:1184 
13:56:16.028 > load:0x40078000,len:13232 
13:56:16.030 > load:0x40080400,len:3028 
13:56:16.033 > entry 0x400805e4 
13:56:17.172 > Presence,Fall_State,Distance_dm,Intensity,Breath_Rate,Heart_Rate,Raw_Hex 
15:31:14.359 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:31:15.348 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:31:16.343 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:31:17.336 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:31:18.330 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:31:19.338 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:31:20.316 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:31:21.310 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:31:22.303 > 16,64,0,0,0,0,53 59 80 03 00 01 10 40 54 43 
15:31:23.298 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:31:24.290 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:31:25.284 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:31:26.277 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:31:27.271 > 29,77,0,0,0,0,53 59 80 03 00 01 1D 4D 54 43 
15:31:28.277 > 4,52,0,0,0,0,53 59 80 03 00 01 04 34 54 43 
15:31:29.258 > 6,54,0,0,0,0,53 59 80 03 00 01 06 36 54 43 
15:31:30.251 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:31:31.244 > 28,76,0,0,0,0,53 59 80 03 00 01 1C 4C 54 43 
15:31:32.239 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:31:33.233 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:31:34.225 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:31:35.219 > 29,77,0,0,0,0,53 59 80 03 00 01 1D 4D 54 43 
15:31:36.212 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:31:37.216 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:31:38.200 > 26,74,0,0,0,0,53 59 80 03 00 01 1A 4A 54 43 
15:31:39.193 > 4,52,0,0,0,0,53 59 80 03 00 01 04 34 54 43 
15:31:40.186 > 6,54,0,0,0,0,53 59 80 03 00 01 06 36 54 43 
15:31:41.180 > 17,65,0,0,0,0,53 59 80 03 00 01 11 41 54 43 
15:31:42.195 > ����������������������������������������������������������������,51,0,0,0,0,53 59 80 03 00 01 03 33 54 43 
15:31:43.167 > 3,51,0,0,0,0,53 59 80 03 00 01 03 33 54 43 
15:31:44.160 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:31:45.154 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:31:46.155 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:31:46.445 > 1,48,0,0,0,0,53 59 80 02 00 01 01 30 54 43 
15:31:46.744 > 2,49,0,0,0,0,53 59 80 02 00 01 02 31 54 43 
15:31:47.141 > 29,77,0,0,0,0,53 59 80 03 00 01 1D 4D 54 43 
15:31:48.134 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:31:49.128 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:31:50.122 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:31:50.519 > 1,48,0,0,0,0,53 59 80 02 00 01 01 30 54 43 
15:31:51.133 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:31:52.109 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:31:52.903 > 2,49,0,0,0,0,53 59 80 02 00 01 02 31 54 43 
15:31:53.103 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:31:54.095 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:31:55.093 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:31:56.083 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:31:57.077 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:31:58.071 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:31:58.375 > 1,48,0,0,0,0,53 59 80 02 00 01 01 30 54 43 
15:31:59.064 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:32:00.072 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:32:00.185 > 1,49,0,0,0,0,53 59 01 01 00 01 0F BE 54 43 
15:32:01.051 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:32:02.045 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:32:03.038 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:32:03.137 > 2,49,0,0,0,0,53 59 80 02 00 01 02 31 54 43 
15:32:04.032 > 27,75,0,0,0,0,53 59 80 03 00 01 1B 4B 54 43 
15:32:05.025 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:32:06.019 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:32:07.012 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:32:07.112 > 1,48,0,0,0,0,53 59 80 02 00 01 01 30 54 43 
15:32:08.006 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:32:09.011 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:32:09.993 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:32:10.987 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:32:11.982 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:32:12.974 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:32:13.968 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:32:14.960 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:32:15.954 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:32:16.054 > 2,49,0,0,0,0,53 59 80 02 00 01 02 31 54 43 
15:32:16.948 > 11,59,0,0,0,0,53 59 80 03 00 01 0B 3B 54 43 
15:32:17.949 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:32:18.935 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:32:19.929 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:32:20.922 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:32:21.916 > ����������������������������������������������������������������,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:32:22.928 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:32:23.307 > 1,48,0,0,0,0,53 59 80 02 00 01 01 30 54 43 
15:32:23.903 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:32:24.301 > 2,49,0,0,0,0,53 59 80 02 00 01 02 31 54 43 
15:32:24.897 > 81,129,0,0,0,0,53 59 80 03 00 01 51 81 54 43 
15:32:25.891 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:32:26.888 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:32:27.878 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:32:28.871 > 26,74,0,0,0,0,53 59 80 03 00 01 1A 4A 54 43 
15:32:29.865 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:32:30.858 > 18,66,0,0,0,0,53 59 80 03 00 01 12 42 54 43 
15:32:31.867 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:32:32.845 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:32:33.839 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:32:34.833 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:32:35.827 > 9,57,0,0,0,0,53 59 80 03 00 01 09 39 54 43 
15:32:36.819 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:32:37.813 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:32:38.807 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:32:39.800 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:32:40.806 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:32:41.788 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:32:42.781 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:32:43.476 > 1,48,0,0,0,0,53 59 80 02 00 01 01 30 54 43 
15:32:43.775 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:32:44.769 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:32:45.762 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:32:46.756 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:32:47.750 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:32:48.544 > 2,49,0,0,0,0,53 59 80 02 00 01 02 31 54 43 
15:32:48.743 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:32:49.744 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:32:50.730 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:32:51.724 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:32:52.717 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:32:53.513 > 1,48,0,0,0,0,53 59 80 02 00 01 01 30 54 43 
15:32:53.711 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:32:54.723 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:32:55.699 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:32:56.693 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:32:57.686 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:32:58.684 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:32:59.672 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:32:59.815 > 1,49,0,0,0,0,53 59 01 01 00 01 0F BE 54 43 
15:33:00.666 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:33:01.660 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:33:02.653 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:33:03.662 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:33:04.043 > 2,49,0,0,0,0,53 59 80 02 00 01 02 31 54 43 
15:33:04.640 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:33:05.634 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:33:06.628 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:33:07.622 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:33:08.614 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:33:09.608 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:33:10.502 > 1,48,0,0,0,0,53 59 80 02 00 01 01 30 54 43 
15:33:10.701 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:33:11.594 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:33:12.601 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:33:13.086 > 2,49,0,0,0,0,53 59 80 02 00 01 02 31 54 43 
15:33:13.582 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:33:14.575 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:33:15.569 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:33:16.563 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:33:17.556 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:33:17.855 > 1,48,0,0,0,0,53 59 80 02 00 01 01 30 54 43 
15:33:18.372 > 2,49,0,0,0,0,53 59 80 02 00 01 02 31 54 43 
15:33:18.550 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:33:19.544 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:33:20.537 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:33:21.540 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:33:22.332 > 1,48,0,0,0,0,53 59 80 02 00 01 01 30 54 43 
15:33:22.525 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:33:23.518 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:33:24.512 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:33:25.108 > 2,49,0,0,0,0,53 59 80 02 00 01 02 31 54 43 
15:33:25.505 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:33:26.519 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:33:27.493 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:33:28.485 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:33:29.479 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:33:30.479 > 39,87,0,0,0,0,53 59 80 03 00 01 27 57 54 43 
15:33:31.466 > 27,75,0,0,0,0,53 59 80 03 00 01 1B 4B 54 43 
15:33:32.460 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:33:33.454 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:33:34.447 > 18,66,0,0,0,0,53 59 80 03 00 01 12 42 54 43 
15:33:35.457 > 15,63,0,0,0,0,53 59 80 03 00 01 0F 3F 54 43 
15:33:36.434 > 22,70,0,0,0,0,53 59 80 03 00 01 16 46 54 43 
15:33:37.428 > 55,103,0,0,0,0,53 59 80 03 00 01 37 67 54 43 
15:33:38.421 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:33:39.418 > 26,74,0,0,0,0,53 59 80 03 00 01 1A 4A 54 43 
15:33:40.409 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:33:41.401 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:33:42.395 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:33:43.389 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:33:44.396 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:33:45.375 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:33:46.369 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:33:47.362 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:33:48.356 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:33:49.350 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:33:50.343 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:33:51.337 > 66,114,0,0,0,0,53 59 80 03 00 01 42 72 54 43 
15:33:52.331 > 32,80,0,0,0,0,53 59 80 03 00 01 20 50 54 43 
15:33:53.335 > 27,75,0,0,0,0,53 59 80 03 00 01 1B 4B 54 43 
15:33:54.318 > 26,74,0,0,0,0,53 59 80 03 00 01 1A 4A 54 43 
15:33:55.311 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:33:56.305 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:33:57.298 > 26,74,0,0,0,0,53 59 80 03 00 01 1A 4A 54 43 
15:33:58.292 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:33:59.284 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:33:59.407 > 2,50,0,0,0,0,53 59 01 01 00 01 0F BE 54 43 
15:34:00.279 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:34:01.272 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:34:02.274 > 18,66,0,0,0,0,53 59 80 03 00 01 12 42 54 43 
15:34:03.259 > 27,75,0,0,0,0,53 59 80 03 00 01 1B 4B 54 43 
15:34:04.253 > 22,70,0,0,0,0,53 59 80 03 00 01 16 46 54 43 
15:34:05.246 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:34:06.240 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:34:07.253 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:34:08.227 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:34:09.220 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:34:10.214 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:34:11.213 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:34:12.200 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:34:13.194 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:34:14.188 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:34:15.181 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:34:16.191 > 18,66,0,0,0,0,53 59 80 03 00 01 12 42 54 43 
15:34:17.168 > 27,75,0,0,0,0,53 59 80 03 00 01 1B 4B 54 43 
15:34:18.162 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:34:19.155 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:34:20.151 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:34:21.142 > 18,66,0,0,0,0,53 59 80 03 00 01 12 42 54 43 
15:34:22.136 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:34:23.129 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:34:24.122 > 18,66,0,0,0,0,53 59 80 03 00 01 12 42 54 43 
15:34:25.130 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:34:26.109 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:34:27.103 > 18,66,0,0,0,0,53 59 80 03 00 01 12 42 54 43 
15:34:28.096 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:34:29.090 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:34:30.084 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:34:31.077 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:34:32.070 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:34:32.568 > 1,48,0,0,0,0,53 59 80 02 00 01 01 30 54 43 
15:34:33.064 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:34:34.069 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:34:35.051 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:34:35.448 > 2,49,0,0,0,0,53 59 80 02 00 01 02 31 54 43 
15:34:36.045 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:34:37.039 > 18,66,0,0,0,0,53 59 80 03 00 01 12 42 54 43 
15:34:38.032 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:34:39.026 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:34:40.019 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:34:41.013 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:34:42.005 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:34:43.007 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:34:43.913 > 1,48,0,0,0,0,53 59 80 02 00 01 01 30 54 43 
15:34:44.026 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:34:44.987 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:34:45.981 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:34:46.974 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:34:47.986 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:34:48.961 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:34:49.955 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:34:50.948 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:34:51.345 > 2,49,0,0,0,0,53 59 80 02 00 01 02 31 54 43 
15:34:51.947 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:34:52.935 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:34:53.929 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:34:54.923 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:34:55.916 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:34:56.924 > 18,66,0,0,0,0,53 59 80 03 00 01 12 42 54 43 
15:34:57.903 > 26,74,0,0,0,0,53 59 80 03 00 01 1A 4A 54 43 
15:34:58.896 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:34:59.018 > 2,50,0,0,0,0,53 59 01 01 00 01 0F BE 54 43 
15:34:59.890 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:35:00.885 > 26,74,0,0,0,0,53 59 80 03 00 01 1A 4A 54 43 
15:35:01.877 > 22,70,0,0,0,0,53 59 80 03 00 01 16 46 54 43 
15:35:02.871 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:35:03.864 > 26,74,0,0,0,0,53 59 80 03 00 01 1A 4A 54 43 
15:35:04.858 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:35:05.864 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:35:06.845 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:35:07.838 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:35:08.832 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:35:09.825 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:35:10.819 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:35:11.812 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:35:12.806 > 14,62,0,0,0,0,53 59 80 03 00 01 0E 3E 54 43 
15:35:13.800 > 17,65,0,0,0,0,53 59 80 03 00 01 11 41 54 43 
15:35:14.803 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:35:15.786 > 46,94,0,0,0,0,53 59 80 03 00 01 2E 5E 54 43 
15:35:16.780 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:35:17.773 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:35:18.768 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:35:19.781 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:35:20.754 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:35:21.748 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:35:22.742 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:35:23.742 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:35:24.729 > 14,62,0,0,0,0,53 59 80 03 00 01 0E 3E 54 43 
15:35:25.723 > 14,62,0,0,0,0,53 59 80 03 00 01 0E 3E 54 43 
15:35:26.716 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:35:27.709 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:35:28.721 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:35:28.833 > 1,48,0,0,0,0,53 59 80 02 00 01 01 30 54 43 
15:35:29.696 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:35:30.690 > 1,49,0,0,0,0,53 59 80 03 00 01 01 31 54 43 
15:35:31.097 > 2,49,0,0,0,0,53 59 80 02 00 01 02 31 54 43 
15:35:31.684 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:35:32.681 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:35:33.671 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:35:34.665 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:35:35.659 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:35:36.652 > 31,79,0,0,0,0,53 59 80 03 00 01 1F 4F 54 43 
15:35:37.659 > 26,74,0,0,0,0,53 59 80 03 00 01 1A 4A 54 43 
15:35:38.639 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:35:39.633 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:35:40.626 > 6,54,0,0,0,0,53 59 80 03 00 01 06 36 54 43 
15:35:41.620 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:35:42.614 > 37,85,0,0,0,0,53 59 80 03 00 01 25 55 54 43 
15:35:43.607 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:35:44.601 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:35:45.595 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:35:46.598 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:35:47.582 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:35:48.575 > 27,75,0,0,0,0,53 59 80 03 00 01 1B 4B 54 43 
15:35:49.569 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:35:50.564 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:35:51.576 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:35:52.550 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:35:53.544 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
15:35:54.537 > 22,70,0,0,0,0,53 59 80 03 00 01 16 46 54 43 
15:35:55.537 > 28,76,0,0,0,0,53 59 80 03 00 01 1C 4C 54 43 
15:35:56.524 > 2,50,0,0,0,0,53 59 80 03 00 01 02 32 54 43 
